"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Certificate ID","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","URL to Test Website or Example Cert","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Standard Audit","BR Audit","EV Audit","Auditor","Standard Audit Type","Standard Audit Statement Dt"
"China Internet Network Information Center (CNNIC)","CNNIC","","CNNIC ROOT","49330001","E2:83:93:77:3D:A8:45:A6:79:F2:08:0C:C7:FB:44:A3:B7:A1:C3:79:2C:B7:EB:77:29:FD:CB:6A:8D:99:AE:A7","6C:6D:AE:76:36:8E:4B:FF:D1:32:EF:02:32:75:C7:E8:6A:64:BA:D3:BB:69:D8:ED:4E:A0:1F:46:CC:71:6F:D6","2007 Apr 16","2027 Apr 16","RSA 2048 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=476766","NSS 3.12.6","Firefox 3.6.2","https://mail.cnnic.cn/","https://bugzilla.mozilla.org/show_bug.cgi?id=1177209","http://www1.cnnic.cn/index.htm","China","http://www.cnnic.cn/cps/","http://www.cnnic.cn/cps/","https://cert.webtrust.org/SealFile?seal=2092&file=pdf","http://cnnic.cn/jczyfw/fwqzs/fwqzsrzjzz/","","Ernst & Young","WebTrust","2016.04.05"
"Chunghwa Telecom Corporation","Chunghwa Telecom Co., Ltd.","ePKI Root Certification Authority","Chunghwa Telecom Co., Ltd. - ePKI Root Certification Authority","15c8bd65475cafb897005ee406d2bc9d","C0:A6:F4:DC:63:A2:4B:FD:CF:54:EF:2A:6A:08:2A:0A:72:DE:35:80:3E:2F:F5:FF:52:7A:E5:D8:72:06:DF:D5","5F:73:14:B8:C3:4C:19:32:B5:A4:14:A2:44:94:60:6B:F7:60:65:4A:7F:11:56:2B:A2:84:5E:81:AD:19:A9:D0","2004 Dec 20","2034 Dec 20","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=448794","NSS 3.12.5","Firefox 3.6","https://publicca.hinet.net/","","http://www.cht.com.tw","Taiwan","http://eca.hinet.net/en/repository_a.htm","http://eca.hinet.net/en/repository_a.htm","https://cert.webtrust.org/SealFile?seal=2128&file=pdf","https://cert.webtrust.org/SealFile?seal=2129&file=pdf","","SunRise CPAs Firm","WebTrust","2016.11.04"
"Comodo","Comodo CA Limited","","AAA Certificate Services","01","D7:A7:A0:FB:5D:7E:27:31:D7:71:E9:48:4E:BC:DE:F7:1D:5F:0C:3E:0A:29:48:78:2B:C8:3E:E0:EA:69:9E:F4","42:16:F9:20:B2:A8:1E:C8:F8:9B:CC:D9:31:95:B5:CC:05:A6:A1:21:E2:69:31:0B:FF:0A:37:72:2F:13:C5:53","2004 Jan 01","2028 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=249710","","Firefox 1","https://aaacertificateservices.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","AddTrust AB","AddTrust TTP Network","AddTrust Class 1 CA Root","01","8C:72:09:27:9A:C0:4E:27:5E:16:D0:7F:D3:B7:75:E8:01:54:B5:96:80:46:E3:1F:52:DD:25:76:63:24:E9:A7","5A:44:C7:5E:49:7A:90:0C:A7:95:D6:36:46:7D:15:EB:57:25:73:93:99:1C:33:FA:19:2B:01:F3:68:C1:78:35","2000 May 30","2020 May 30","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","legacy","","Firefox 1","https://addtrustclass1caroot.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","AddTrust AB","AddTrust External TTP Network","AddTrust External CA Root","01","68:7F:A4:51:38:22:78:FF:F0:C8:B1:1F:8D:43:D5:76:67:1C:6E:B2:BC:EA:B4:13:FB:83:D9:65:D0:6D:2F:F2","AA:5B:F9:BB:F9:BC:52:C0:19:19:5B:06:4A:60:7E:72:61:76:9F:09:9E:75:89:F9:92:93:C2:D3:79:9B:C0:C7","2000 May 30","2020 May 30","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.6449.1.2.1.5.1","legacy","","Firefox 1","https://addtrustexternalcaroot-ev.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","AddTrust AB","AddTrust TTP Network","AddTrust Public CA Root","01","07:91:CA:07:49:B2:07:82:AA:D3:C7:D7:BD:0C:DF:C9:48:58:35:84:3E:B2:D7:99:60:09:CE:43:AB:6C:69:27","C7:80:83:6A:AD:AE:71:7B:CB:ED:F1:CB:AB:12:7D:D3:5D:3D:D5:83:2D:06:F7:01:5B:09:3E:96:17:40:45:65","2000 May 30","2020 May 30","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","legacy","","Firefox 1","https://addtrustpubliccaroot.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","AddTrust AB","AddTrust TTP Network","AddTrust Qualified CA Root","01","80:95:21:08:05:DB:4B:BC:35:5E:44:28:D8:FD:6E:C2:CD:E3:AB:5F:B9:7A:99:42:98:8E:B8:F4:DC:D0:60:16","0D:93:FF:73:2C:E2:08:8F:9F:12:D4:24:AA:EF:D3:80:AB:B0:23:B3:20:82:9A:F4:E3:BC:CE:8A:67:6D:A5:9C","2000 May 30","2020 May 30","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","legacy","","Firefox 1","https://addtrustqualifiedcaroot.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","COMODO CA Limited","","COMODO Certification Authority","4e812d8a8265e00b02ee3e350246e53d","0C:2C:D6:3D:F7:80:6F:A3:99:ED:E8:09:11:6B:57:5B:F8:79:89:F0:65:18:F9:80:8C:86:05:03:17:8B:AF:66","54:BA:EA:D2:D5:2D:6D:8A:D6:B2:A2:F4:A0:37:C8:F3:83:C9:1C:49:30:D6:B2:AE:7F:8A:CC:38:1E:E1:DA:18","2006 Dec 01","2029 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=401587","NSS 3.11.10","Firefox 3.0.2","https://comodocertificationauthority-ev.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","COMODO CA Limited","","COMODO ECC Certification Authority","1f47afaa62007050544c019e9b63992a","17:93:92:7A:06:14:54:97:89:AD:CE:2F:8F:34:F7:F0:B6:6D:0F:3A:E3:A3:B8:4D:21:EC:15:DB:BA:4F:AD:C7","96:01:8C:01:27:6E:7A:B9:23:6A:64:09:17:5A:7F:B8:94:B3:97:58:0F:0E:86:23:5D:79:58:18:BF:EC:6C:88","2008 Mar 06","2038 Jan 18","EC secp384r1","ecdsaWithSHA384","Websites;Email;Code","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=421946","NSS 3.12.1","Firefox 3.0.2","https://comodoecccertificationauthority-ev.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","COMODO CA Limited","","COMODO RSA Certification Authority","4caaf9cadb636fe01ff74ed85b03869d","52:F0:E1:C4:E5:8E:C6:29:29:1B:60:31:7F:07:46:71:B8:5D:7E:A8:0D:5B:07:27:34:63:53:4B:32:B4:02:34","27:F1:00:2A:44:7C:5B:A0:3C:4E:B9:05:3F:D5:14:E8:EB:88:E5:87:34:15:AB:C4:D6:6D:F0:60:63:4D:FD:57","2010 Jan 19","2038 Jan 18","RSA 4096 bits","sha384WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=606947","NSS 3.17.3","Firefox 36","https://comodorsacertificationauthority-ev.comodoca.com","None","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","Comodo CA Limited","","Secure Certificate Services","01","BD:81:CE:3B:4F:65:91:D1:1A:67:B5:FC:7A:47:FD:EF:25:52:1B:F9:AA:4E:18:B9:E3:DF:2E:34:A7:80:3B:E8","37:33:6F:8B:46:5B:72:E4:38:EC:53:04:D3:86:FE:B1:0E:5F:7A:7B:F3:7E:1C:93:EC:26:61:BD:3A:D9:2D:A2","2004 Jan 01","2028 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=249710","","Firefox 1","https://securecertificateservices.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","Comodo CA Limited","","Trusted Certificate Services","01","3F:06:E5:56:81:D4:96:F5:BE:16:9E:B5:38:9F:9F:2B:8F:F6:1E:17:08:DF:68:81:72:48:49:CD:5D:27:CB:69","27:51:57:AB:C7:87:19:2E:2C:36:A2:1F:2D:81:55:E7:53:F6:67:A9:A0:7E:8B:FD:84:EA:74:4A:73:92:94:A9","2004 Jan 01","2028 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=249710","","Firefox 1","https://trustedcertificateservices.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","The USERTRUST Network","","USERTrust ECC Certification Authority","5c8b99c55a94c5d27156decd8980cc26","4F:F4:60:D5:4B:9C:86:DA:BF:BC:FC:57:12:E0:40:0D:2B:ED:3F:BC:4D:4F:BD:AA:86:E0:6A:DC:D2:A9:AD:7A","BD:46:73:B8:1A:34:DD:AF:33:BD:8B:31:AE:CB:BC:59:F0:8E:3D:23:8B:07:38:F4:F4:F2:46:8D:81:AA:DD:D8","2010 Feb 01","2038 Jan 18","EC secp384r1","ecdsaWithSHA384","Websites;Email;Code","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=606947","NSS 3.17.3","Firefox 36","https://usertrustecccertificationauthority-ev.comodoca.com","None","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","The USERTRUST Network","","USERTrust RSA Certification Authority","01fd6d30fca3ca51a81bbc640e35032d","E7:93:C9:B0:2F:D8:AA:13:E2:1C:31:22:8A:CC:B0:81:19:64:3B:74:9C:89:89:64:B1:74:6D:46:C3:D4:CB:D2","B4:2A:39:42:14:C8:1E:41:F0:B3:81:02:B0:15:11:D9:FC:AA:AA:B1:FB:32:67:8C:49:44:CE:8E:31:83:7D:B6","2010 Feb 01","2038 Jan 18","RSA 4096 bits","sha384WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=606947","NSS 3.17.3","Firefox 36","https://usertrustrsacertificationauthority-ev.comodoca.com","None","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","The USERTRUST Network","http://www.usertrust.com","UTN-USERFirst-Client Authentication and Email","44be0c8b500024b411d336252567c989","43:F2:57:41:2D:44:0D:62:74:76:97:4F:87:7D:A8:F1:FC:24:44:56:5A:36:7A:E6:0E:DD:C2:7A:41:25:31:AE","A9:01:D1:43:54:1A:F1:13:81:2B:51:4D:45:7C:25:56:D8:3E:3A:17:CF:AD:3D:4D:A6:1F:32:09:CD:62:C2:5B","1999 Jul 09","2019 Jul 09","RSA 2048 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=242610","NSS 3.9.6","Firefox 1","Not applicable","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","","","Ernst & Young","WebTrust","2016.06.03"
"Comodo","The USERTRUST Network","http://www.usertrust.com","UTN-USERFirst-Hardware","44be0c8b500024b411d3362afe650afd","6E:A5:47:41:D0:04:66:7E:ED:1B:48:16:63:4A:A3:A7:9E:6E:4B:96:95:0F:82:79:DA:FC:8D:9B:D8:81:21:37","47:C8:86:ED:FC:FC:BD:A4:E9:2D:27:B4:5A:8E:C9:3A:55:4B:E5:DF:24:02:4F:A4:AD:FD:53:E7:92:6C:6B:76","1999 Jul 09","2019 Jul 09","RSA 2048 bits","sha1WithRSAEncryption","Websites","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=242610","NSS 3.9.6","Firefox 1","https://utnuserfirsthardware-ev.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"Comodo","The USERTRUST Network","http://www.usertrust.com","UTN-USERFirst-Object","44be0c8b500024b411d3362de0b35f1b","6F:FF:78:E4:00:A7:0C:11:01:1C:D8:59:77:C4:59:FB:5A:F9:6A:3D:F0:54:08:20:D0:F4:B8:60:78:75:E5:8F","BE:7D:AB:83:54:7D:C4:DB:53:18:4F:F6:D2:98:CA:27:53:EF:F6:62:19:E6:0A:B6:F4:B4:B8:05:81:2F:4B:F5","1999 Jul 09","2019 Jul 09","RSA 2048 bits","sha1WithRSAEncryption","Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=242610","NSS 3.9.6","Firefox 1","Not applicable","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2058&file=pdf","https://cert.webtrust.org/SealFile?seal=2060&file=pdf","https://cert.webtrust.org/SealFile?seal=2059&file=pdf","Ernst & Young","WebTrust","2016.06.03"
"ComSign","ComSign","","ComSign CA","1413968314558cea7b63e5fc34877744","AE:44:57:B4:0D:9E:DA:96:67:7B:0D:3C:92:D5:7B:51:77:AB:D7:AC:10:37:95:83:56:D1:E0:94:51:8B:E5:F2","9C:20:48:07:00:BC:03:86:30:0B:15:95:13:95:C0:4D:D6:47:09:F5:4E:DA:5C:D0:48:8F:A2:CF:2A:F8:CD:AE","2004 Mar 24","2029 Mar 19","RSA 2048 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=420705","NSS 3.12.4","Firefox 3.5","Websites trust bit not set.","","http://www.comsign.co.il/eng/default.asp","Israel","https://www.comsign.co.uk/?page_id=1282","http://www.comsign.co.uk/wp-content/uploads/Comsign%20CPS-EN-v%20311.pdf","https://bug1269275.bmoattachments.org/attachment.cgi?id=8778667","https://bugzilla.mozilla.org/attachment.cgi?id=8749173","","Sharony-Shefler","WebTrust","2016.04.26"
"ComSign","ComSign","","ComSign Secured CA","00c7284709b3b86c458c1dfa24f5364ee9","50:79:41:C7:44:60:A0:B4:70:86:22:0D:4E:99:32:57:2A:B5:D1:B5:BB:CB:89:80:AB:1C:B1:76:51:A8:44:D2","1F:9E:B6:8A:23:DB:33:A7:6F:61:6E:35:C2:89:C2:A1:20:A7:89:5C:4F:76:AA:09:99:65:31:A3:DD:4B:5C:E0","2004 Mar 24","2029 Mar 16","RSA 2048 bits","sha1WithRSAEncryption","Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=420705","NSS 3.12.4","Firefox 3.5","https://comsign.co.il/main.asp?id=65","","http://www.comsign.co.il/eng/default.asp","Israel","https://www.comsign.co.uk/?page_id=1282","http://www.comsign.co.uk/wp-content/uploads/Comsign%20CPS-EN-v%20311.pdf","https://bug1269275.bmoattachments.org/attachment.cgi?id=8778667","https://bugzilla.mozilla.org/attachment.cgi?id=8749173","","Sharony-Shefler","WebTrust","2016.04.26"
"Consorci Administració Oberta de Catalunya (Consorci AOC, CATCert)","Agencia Catalana de Certificacio (NIF Q-0801176-I)","Serveis Publics de Certificacio","EC-ACC","ee2b3debd421de14a862ac04f3ddc401","88:49:7F:01:60:2F:31:54:24:6A:E2:8C:4D:5A:EF:10:F1:D8:7E:BB:76:62:6F:4A:E0:B7:F9:5B:A7:96:87:99","DB:AE:E5:01:81:61:20:5A:34:C2:8F:94:82:A9:C1:D9:77:5D:83:D1:61:CD:E8:03:E3:AB:36:84:D8:FE:1F:1C","2003 Jan 07","2031 Jan 07","RSA 2048 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=295474","NSS 3.13.2","Firefox 11","https://www.aoc.cat/","","http://www.aoc.cat/Inici/SERVEIS/Signatura-electronica-i-seguretat/CATCert","Catalunya in Spain","http://www.aoc.cat/content/download/25607/46726/file/politicaGeneralCertificacioAngles.pdf","http://www.aoc.cat/Inici/SERVEIS/Signatura-electronica-i-seguretat/CATCert/Regulacio","https://cert.webtrust.org/SealFile?seal=2043&file=pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8815404","https://bugzilla.mozilla.org/attachment.cgi?id=8815406","Auren","WebTrust","2016.05.30"
"Cybertrust Japan / JCSI","Japan Certification Services, Inc.","","SecureSign RootCA11","01","BF:0F:EE:FB:9E:3A:58:1A:D5:F9:E9:DB:75:89:98:57:43:D2:61:08:5C:4D:31:4F:6F:5D:72:59:AA:42:16:12","62:98:44:ED:8C:5D:B0:F7:21:56:1F:A3:ED:72:F1:78:0D:3C:37:FF:E2:F8:20:7C:B5:B3:48:3A:2E:D6:F2:17","2009 Apr 08","2029 Apr 08","RSA 2048 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=496863","NSS 3.12.6","Firefox 3.6.2","","","https://www.cybertrust.ne.jp/","Japan","https://www.cybertrust.ne.jp/jcsi/repository.html","https://www.cybertrust.ne.jp/jcsi/CPS_JCSIRoot_Ver1.0_EN.pdf","https://cert.webtrust.org/SealFile?seal=2097&file=pdf","","","KPMG","WebTrust","2016.07.26"
"D-TRUST","D-Trust GmbH","","D-TRUST Root Class 3 CA 2 2009","0983f3","49:E7:A4:42:AC:F0:EA:62:87:05:00:54:B5:25:64:B6:50:E4:F4:9E:42:E3:48:D6:AA:38:E0:39:E9:57:B1:C1","1B:7B:9A:04:A9:86:06:AE:E8:7D:59:21:00:3A:18:91:1B:63:D3:04:B0:2B:09:09:BB:C3:F1:D5:06:1D:5B:D0","2009 Nov 05","2029 Nov 05","RSA 2048 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=467891","NSS 3.15","Firefox 23","https://certdemo-ov-valid.ssl.d-trust.net/","","https://www.bundesdruckerei.de/de/167-d-trust-ssl-zertifikate","Germany","https://www.bundesdruckerei.de/de/2833-repository","https://www.bundesdruckerei.de/de/2833-repository","https://www.tuvit.de/data/content_data/tuevit_en/6765UE_s.pdf","https://www.tuvit.de/data/content_data/tuevit_en/6765UE_s.pdf","","TUVIT","ETSI TS 102 042","2016.01.20"
"D-TRUST","D-Trust GmbH","","D-TRUST Root Class 3 CA 2 EV 2009","0983f4","EE:C5:49:6B:98:8C:E9:86:25:B9:34:09:2E:EC:29:08:BE:D0:B0:F3:16:C2:D4:73:0C:84:EA:F1:F3:D3:48:81","46:E3:1E:20:F6:A4:11:B7:60:56:A1:8A:47:52:A1:AB:2F:C1:34:D4:8E:98:F4:88:ED:47:5F:40:D2:ED:94:74","2009 Nov 05","2029 Nov 05","RSA 2048 bits","sha256WithRSAEncryption","Websites","1.3.6.1.4.1.4788.2.202.1","https://bugzilla.mozilla.org/show_bug.cgi?id=467891","NSS 3.15","Firefox 23","https://certdemo-ev-valid.ssl.d-trust.net/","","https://www.bundesdruckerei.de/de/167-d-trust-ssl-zertifikate","Germany","https://www.bundesdruckerei.de/de/2833-repository","https://www.bundesdruckerei.de/de/2833-repository","https://www.tuvit.de/data/content_data/tuevit_en/6766UE_s.pdf","https://www.tuvit.de/data/content_data/tuevit_en/6766UE_s.pdf","https://www.tuvit.de/data/content_data/tuevit_en/6766UE_s.pdf","TUVIT","ETSI TS 102 042","2016.01.20"
"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)","Deutscher Sparkassen Verlag GmbH","S-TRUST Certification Services","S-TRUST Universal Root CA","6056c54b23405b64d4ed25dad9d61e1e","D8:0F:EF:91:0A:E3:F1:04:72:3B:04:5C:EC:2D:01:9F:44:1C:E6:21:3A:DF:15:67:91:E7:0C:17:90:11:0A:31","B3:2F:B9:09:B4:86:95:D3:64:04:61:56:14:E0:49:F8:9C:9E:1F:4C:9E:87:45:9A:3B:F6:B0:7E:9C:75:78:21","2013 Oct 22","2038 Oct 21","RSA 2048 bits","sha256WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1011182","NSS 3.18","Firefox 38","Example Cert: https://bugzilla.mozilla.org/attachment.cgi?id=8506014","None -- only email trust bit enabled.","https://www.s-trust.de/","Germany","http://www.s-trust.de/stn-cps/stn_cps.pdf","http://www.s-trust.de/stn-cps/stn_cps.pdf","https://www.tuvit.de/data/content_data/tuevit_en/6778UE_s.pdf","https://www.tuvit.de/data/content_data/tuevit_en/6778UE_s.pdf","","TUVIT","ETSI TS 102 042","2016.05.31"
"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)","TC TrustCenter GmbH","TC TrustCenter Class 3 CA","TC TrustCenter Class 3 CA II","4a4700010002e5a05dd63f0051bf","8D:A0:84:FC:F9:9C:E0:77:22:F8:9B:32:05:93:98:06:FA:5C:B8:11:E1:C8:13:F6:A1:08:C7:D3:36:B3:40:8E","97:FA:E9:F7:E6:0C:85:67:0D:B2:12:1E:68:2E:B8:74:F5:6D:70:B7:20:DB:8F:07:0B:5D:0A:C5:71:F0:8D:62","2006 Jan 12","2025 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=392024","NSS 3.12.4","Firefox 3.5","Websites trust bit turned off in FF 38","","https://www.s-trust.de/","Germany","https://www.s-trust.de/stn-cps","https://www.s-trust.de/stn-cps","https://www.tuvit.de/data/content_data/tuevit_en/6778UE_s.pdf","","","TUVIT","ETSI TS 102 042","2016.05.31"
"Dhimyotis / Certigna","Dhimyotis","","Certigna","00fedce3010fc948ff","E3:B6:A2:DB:2E:D7:CE:48:84:2F:7A:C5:32:41:C7:B7:1D:54:14:4B:FB:40:C1:1F:3F:1D:0B:42:F5:EE:A1:2D","7F:F0:20:51:8E:D3:58:52:57:B8:6D:E3:56:AB:4C:08:73:AA:C3:2A:AC:1F:B7:4B:A3:B8:1B:DF:00:EA:59:3A","2007 Jun 29","2027 Jun 29","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=393166","NSS 3.12.4","Firefox 3.5","https://www.certigna.fr","","http://www.certigna.fr/","France, Europe","https://www.certigna.fr/Certigna/PC","https://bugzilla.mozilla.org/attachment.cgi?id=364146","https://bugzilla.mozilla.org/attachment.cgi?id=8722744","http://www.lsti-certification.fr/images/liste_entreprise/Liste%20PSCe.pdf","","LSTI","ETSI TS 102 042","2016.02.15"
"DigiCert","Baltimore","CyberTrust","Baltimore CyberTrust Root","020000b9","16:AF:57:A9:F6:76:B0:AB:12:60:95:AA:5E:BA:DE:F2:2A:B3:11:19:D6:44:AC:95:CD:4B:93:DB:F3:F2:6A:EB","97:3A:32:1C:E7:AB:6C:D2:A8:68:1E:F8:BD:4F:17:96:8E:E8:39:08:40:C2:AF:7B:52:95:45:C5:B2:A2:8D:7D","2000 May 12","2025 May 12","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=430698","","Firefox 1","https://baltimore.omniroot.com","","http://www.digicert.com/","USA, Global","http://cybertrust.omniroot.com/repository","http://cybertrust.omniroot.com/repository","https://cert.webtrust.org/SealFile?seal=2165&file=pdf","https://cert.webtrust.org/SealFile?seal=2021&file=pdf","","Ernst & Young","WebTrust","2016.10.24"
